string,numbers,errors
ddccdcdeadc,"[4, 4, 3, 3, 4, 3, 4, 5, 1, 4, 3]",5
adfffbbadca,"[1, 4, 6, 6, 6, 2, 2, 1, 4, 3, 1]",5
eaeadcadeae,"[5, 1, 5, 1, 4, 3, 1, 4, 5, 1, 5]",5
ceadefcadbf,"[3, 5, 1, 4, 5, 6, 3, 1, 4, 2, 6]",5
dceeadaabad,"[4, 3, 5, 5, 1, 4, 1, 1, 2, 1, 4]",5
fbabfebadcf,"[6, 2, 1, 2, 6, 5, 2, 1, 4, 3, 6]",5
dcbafbddccb,"[4, 3, 2, 1, 6, 2, 4, 4, 3, 3, 2]",5
adcbadaceaa,"[1, 4, 3, 2, 1, 4, 1, 3, 5, 1, 1]",5
badbeadcada,"[2, 1, 4, 2, 5, 1, 4, 3, 1, 4, 1]",5
adcdeeadcce,"[1, 4, 3, 4, 5, 5, 1, 4, 3, 3, 5]",5
eafdccfdfdc,"[5, 1, 6, 4, 3, 3, 6, 4, 6, 4, 3]",5
dceadcaeadb,"[4, 3, 5, 1, 4, 3, 1, 5, 1, 4, 2]",5
eadcdadabfe,"[5, 1, 4, 3, 4, 1, 4, 1, 2, 6, 5]",5
dceadcfbadc,"[4, 3, 5, 1, 4, 3, 6, 2, 1, 4, 3]",5
deccbcabdea,"[4, 5, 3, 3, 2, 3, 1, 2, 4, 5, 1]",5
fbfecbadccb,"[6, 2, 6, 5, 3, 2, 1, 4, 3, 3, 2]",5
ddccbaeabdc,"[4, 4, 3, 3, 2, 1, 5, 1, 2, 4, 3]",5
eadbadeadee,"[5, 1, 4, 2, 1, 4, 5, 1, 4, 5, 5]",5
eadffddcdca,"[5, 1, 4, 6, 6, 4, 4, 3, 4, 3, 1]",5
adcbaadcbea,"[1, 4, 3, 2, 1, 1, 4, 3, 2, 5, 1]",5
eadcaccbabd,"[5, 1, 4, 3, 1, 3, 3, 2, 1, 2, 4]",5
badcbfdebce,"[2, 1, 4, 3, 2, 6, 4, 5, 2, 3, 5]",5
dbffbaadcea,"[4, 2, 6, 6, 2, 1, 1, 4, 3, 5, 1]",5
fadaeabaadc,"[6, 1, 4, 1, 5, 1, 2, 1, 1, 4, 3]",5
caddcdcfcba,"[3, 1, 4, 4, 3, 4, 3, 6, 3, 2, 1]",5
cbbafecadca,"[3, 2, 2, 1, 6, 5, 3, 1, 4, 3, 1]",5
dfbcbeabbac,"[4, 6, 2, 3, 2, 5, 1, 2, 2, 1, 3]",5
deaadcadcbe,"[4, 5, 1, 1, 4, 3, 1, 4, 3, 2, 5]",5
eadcffbdafb,"[5, 1, 4, 3, 6, 6, 2, 4, 1, 6, 2]",5
badcadcdffc,"[2, 1, 4, 3, 1, 4, 3, 4, 6, 6, 3]",5
eaadcfbeacd,"[5, 1, 1, 4, 3, 6, 2, 5, 1, 3, 4]",5
cffaefbeadc,"[3, 6, 6, 1, 5, 6, 2, 5, 1, 4, 3]",5
bfdcadbadbe,"[2, 6, 4, 3, 1, 4, 2, 1, 4, 2, 5]",5
cadaeadccde,"[3, 1, 4, 1, 5, 1, 4, 3, 3, 4, 5]",5
adffcbafead,"[1, 4, 6, 6, 3, 2, 1, 6, 5, 1, 4]",5
badcadbabad,"[2, 1, 4, 3, 1, 4, 2, 1, 2, 1, 4]",5
eccfadcdcad,"[5, 3, 3, 6, 1, 4, 3, 4, 3, 1, 4]",5
bdcdceaeabb,"[2, 4, 3, 4, 3, 5, 1, 5, 1, 2, 2]",5
dccbbacbadc,"[4, 3, 3, 2, 2, 1, 3, 2, 1, 4, 3]",5
bdcadcdeaef,"[2, 4, 3, 1, 4, 3, 4, 5, 1, 5, 6]",5
bbbeceedcfd,"[2, 2, 2, 5, 3, 5, 5, 4, 3, 6, 4]",5
eaadcfbeaec,"[5, 1, 1, 4, 3, 6, 2, 5, 1, 5, 3]",5
fbebafdcfcc,"[6, 2, 5, 2, 1, 6, 4, 3, 6, 3, 3]",5
deacfbcccdc,"[4, 5, 1, 3, 6, 2, 3, 3, 3, 4, 3]",5
bedbbdcccad,"[2, 5, 4, 2, 2, 4, 3, 3, 3, 1, 4]",5
deacbadcadf,"[4, 5, 1, 3, 2, 1, 4, 3, 1, 4, 6]",5
eafdcadcbae,"[5, 1, 6, 4, 3, 1, 4, 3, 2, 1, 5]",5
eadcdceadea,"[5, 1, 4, 3, 4, 3, 5, 1, 4, 5, 1]",5
cfecdadcbad,"[3, 6, 5, 3, 4, 1, 4, 3, 2, 1, 4]",5
dcdcbdcfddd,"[4, 3, 4, 3, 2, 4, 3, 6, 4, 4, 4]",5
cdcffceabaf,"[3, 4, 3, 6, 6, 3, 5, 1, 2, 1, 6]",5
cceafddccad,"[3, 3, 5, 1, 6, 4, 4, 3, 3, 1, 4]",5
bdcffbfeeef,"[2, 4, 3, 6, 6, 2, 6, 5, 5, 5, 6]",5
eadccbadcfd,"[5, 1, 4, 3, 3, 2, 1, 4, 3, 6, 4]",5
cfcbadcdecc,"[3, 6, 3, 2, 1, 4, 3, 4, 5, 3, 3]",5
dcfdcaddcea,"[4, 3, 6, 4, 3, 1, 4, 4, 3, 5, 1]",5
fbadfbdcbad,"[6, 2, 1, 4, 6, 2, 4, 3, 2, 1, 4]",5
dcbdeadcdcb,"[4, 3, 2, 4, 5, 1, 4, 3, 4, 3, 2]",5
fdcebcbcbba,"[6, 4, 3, 5, 2, 3, 2, 3, 2, 2, 1]",5
fdccbabbeab,"[6, 4, 3, 3, 2, 1, 2, 2, 5, 1, 2]",5
cecbdafcfcb,"[3, 5, 3, 2, 4, 1, 6, 3, 6, 3, 2]",5
fdcbcccbacd,"[6, 4, 3, 2, 3, 3, 3, 2, 1, 3, 4]",5
beadabadcfd,"[2, 5, 1, 4, 1, 2, 1, 4, 3, 6, 4]",5
dcbcadbadca,"[4, 3, 2, 3, 1, 4, 2, 1, 4, 3, 1]",5
adbadfadcfb,"[1, 4, 2, 1, 4, 6, 1, 4, 3, 6, 2]",5
fecbdbaccba,"[6, 5, 3, 2, 4, 2, 1, 3, 3, 2, 1]",5
deadcceaead,"[4, 5, 1, 4, 3, 3, 5, 1, 5, 1, 4]",5
fdccfcbfbda,"[6, 4, 3, 3, 6, 3, 2, 6, 2, 4, 1]",5
dcaeadcfdad,"[4, 3, 1, 5, 1, 4, 3, 6, 4, 1, 4]",5
efffdfcbadf,"[5, 6, 6, 6, 4, 6, 3, 2, 1, 4, 6]",5
fcbadadeaba,"[6, 3, 2, 1, 4, 1, 4, 5, 1, 2, 1]",5
badceabadad,"[2, 1, 4, 3, 5, 1, 2, 1, 4, 1, 4]",5
abbabadcdcf,"[1, 2, 2, 1, 2, 1, 4, 3, 4, 3, 6]",5
badcffbadfe,"[2, 1, 4, 3, 6, 6, 2, 1, 4, 6, 5]",5
daadeabfacf,"[4, 1, 1, 4, 5, 1, 2, 6, 1, 3, 6]",5
edeabadcfba,"[5, 4, 5, 1, 2, 1, 4, 3, 6, 2, 1]",5
bccfebdcacf,"[2, 3, 3, 6, 5, 2, 4, 3, 1, 3, 6]",5
adcdccdccdc,"[1, 4, 3, 4, 3, 3, 4, 3, 3, 4, 3]",5
cccbaddccad,"[3, 3, 3, 2, 1, 4, 4, 3, 3, 1, 4]",5
caeabfedcfc,"[3, 1, 5, 1, 2, 6, 5, 4, 3, 6, 3]",5
eadccebbadc,"[5, 1, 4, 3, 3, 5, 2, 2, 1, 4, 3]",5
bbacbbaadcf,"[2, 2, 1, 3, 2, 2, 1, 1, 4, 3, 6]",5
aadcdcbefac,"[1, 1, 4, 3, 4, 3, 2, 5, 6, 1, 3]",5
fbadcbadfad,"[6, 2, 1, 4, 3, 2, 1, 4, 6, 1, 4]",5
cadadccdbfd,"[3, 1, 4, 1, 4, 3, 3, 4, 2, 6, 4]",5
ffdcffdcdcb,"[6, 6, 4, 3, 6, 6, 4, 3, 4, 3, 2]",5
fadcdcfbadd,"[6, 1, 4, 3, 4, 3, 6, 2, 1, 4, 4]",5
adcdbabadcf,"[1, 4, 3, 4, 2, 1, 2, 1, 4, 3, 6]",5
bbcfeebdcea,"[2, 2, 3, 6, 5, 5, 2, 4, 3, 5, 1]",5
baeabcceadc,"[2, 1, 5, 1, 2, 3, 3, 5, 1, 4, 3]",5
dcfadccdade,"[4, 3, 6, 1, 4, 3, 3, 4, 1, 4, 5]",5
dcdcdcdbbdc,"[4, 3, 4, 3, 4, 3, 4, 2, 2, 4, 3]",5
dceadfffdea,"[4, 3, 5, 1, 4, 6, 6, 6, 4, 5, 1]",5
fbcbfdcfbad,"[6, 2, 3, 2, 6, 4, 3, 6, 2, 1, 4]",5
fcbeeadbead,"[6, 3, 2, 5, 5, 1, 4, 2, 5, 1, 4]",5
badcfdceacf,"[2, 1, 4, 3, 6, 4, 3, 5, 1, 3, 6]",5
dcaddcbfcad,"[4, 3, 1, 4, 4, 3, 2, 6, 3, 1, 4]",5
bbadfceafcf,"[2, 2, 1, 4, 6, 3, 5, 1, 6, 3, 6]",5
ddcfeadcadc,"[4, 4, 3, 6, 5, 1, 4, 3, 1, 4, 3]",5
eacbbaadeef,"[5, 1, 3, 2, 2, 1, 1, 4, 5, 5, 6]",5
afcbeceacce,"[1, 6, 3, 2, 5, 3, 5, 1, 3, 3, 5]",5
eeadccbabad,"[5, 5, 1, 4, 3, 3, 2, 1, 2, 1, 4]",5
cdfadcdccbf,"[3, 4, 6, 1, 4, 3, 4, 3, 3, 2, 6]",5
eadccdffcea,"[5, 1, 4, 3, 3, 4, 6, 6, 3, 5, 1]",5
eadadcabadc,"[5, 1, 4, 1, 4, 3, 1, 2, 1, 4, 3]",5
eadefbadcfe,"[5, 1, 4, 5, 6, 2, 1, 4, 3, 6, 5]",5
eadaadeadcc,"[5, 1, 4, 1, 1, 4, 5, 1, 4, 3, 3]",5
fadcdfeffde,"[6, 1, 4, 3, 4, 6, 5, 6, 6, 4, 5]",5
cadcadcebad,"[3, 1, 4, 3, 1, 4, 3, 5, 2, 1, 4]",5
eadeaeadcfa,"[5, 1, 4, 5, 1, 5, 1, 4, 3, 6, 1]",5
dcfaddcdbab,"[4, 3, 6, 1, 4, 4, 3, 4, 2, 1, 2]",5
afabadcfbef,"[1, 6, 1, 2, 1, 4, 3, 6, 2, 5, 6]",5
dcaadcceafe,"[4, 3, 1, 1, 4, 3, 3, 5, 1, 6, 5]",5
cadeaebadcc,"[3, 1, 4, 5, 1, 5, 2, 1, 4, 3, 3]",5
cfdcdceadca,"[3, 6, 4, 3, 4, 3, 5, 1, 4, 3, 1]",5
fdcadcccbad,"[6, 4, 3, 1, 4, 3, 3, 3, 2, 1, 4]",5
bfeadecadfb,"[2, 6, 5, 1, 4, 5, 3, 1, 4, 6, 2]",5
fcccddcbadc,"[6, 3, 3, 3, 4, 4, 3, 2, 1, 4, 3]",5
badcbabdced,"[2, 1, 4, 3, 2, 1, 2, 4, 3, 5, 4]",5
efdfadcfdca,"[5, 6, 4, 6, 1, 4, 3, 6, 4, 3, 1]",5
efccbadbaca,"[5, 6, 3, 3, 2, 1, 4, 2, 1, 3, 1]",5
dcbceaffddd,"[4, 3, 2, 3, 5, 1, 6, 6, 4, 4, 4]",5
ffdfffdcead,"[6, 6, 4, 6, 6, 6, 4, 3, 5, 1, 4]",5
eaeadccabad,"[5, 1, 5, 1, 4, 3, 3, 1, 2, 1, 4]",5
dceccfdcfbd,"[4, 3, 5, 3, 3, 6, 4, 3, 6, 2, 4]",5
adcadcedeaf,"[1, 4, 3, 1, 4, 3, 5, 4, 5, 1, 6]",5
eadeadcdadc,"[5, 1, 4, 5, 1, 4, 3, 4, 1, 4, 3]",5
dceadcdcdcd,"[4, 3, 5, 1, 4, 3, 4, 3, 4, 3, 4]",5
dcadeabadcc,"[4, 3, 1, 4, 5, 1, 2, 1, 4, 3, 3]",5
dcffbeaceac,"[4, 3, 6, 6, 2, 5, 1, 3, 5, 1, 3]",5
addcfbafadf,"[1, 4, 4, 3, 6, 2, 1, 6, 1, 4, 6]",5
ccfbaddcbaa,"[3, 3, 6, 2, 1, 4, 4, 3, 2, 1, 1]",5
dadcbadcdad,"[4, 1, 4, 3, 2, 1, 4, 3, 4, 1, 4]",5
eadcaeaccfb,"[5, 1, 4, 3, 1, 5, 1, 3, 3, 6, 2]",5
ccfdccdcaad,"[3, 3, 6, 4, 3, 3, 4, 3, 1, 1, 4]",5
eadccccdcee,"[5, 1, 4, 3, 3, 3, 3, 4, 3, 5, 5]",5
fbdcdcceaca,"[6, 2, 4, 3, 4, 3, 3, 5, 1, 3, 1]",5
adcfdceadea,"[1, 4, 3, 6, 4, 3, 5, 1, 4, 5, 1]",5
cdcfbbcadca,"[3, 4, 3, 6, 2, 2, 3, 1, 4, 3, 1]",5
deafdcadcfe,"[4, 5, 1, 6, 4, 3, 1, 4, 3, 6, 5]",5
cdeadcecfad,"[3, 4, 5, 1, 4, 3, 5, 3, 6, 1, 4]",5
ccbaeaccdcf,"[3, 3, 2, 1, 5, 1, 3, 3, 4, 3, 6]",5
bbceffbadcb,"[2, 2, 3, 5, 6, 6, 2, 1, 4, 3, 2]",5
bffababadce,"[2, 6, 6, 1, 2, 1, 2, 1, 4, 3, 5]",5
badceafadea,"[2, 1, 4, 3, 5, 1, 6, 1, 4, 5, 1]",5
cfbaadcbdad,"[3, 6, 2, 1, 1, 4, 3, 2, 4, 1, 4]",5
bfbadcadcdc,"[2, 6, 2, 1, 4, 3, 1, 4, 3, 4, 3]",5
adceadbeaca,"[1, 4, 3, 5, 1, 4, 2, 5, 1, 3, 1]",5
eadccdddfad,"[5, 1, 4, 3, 3, 4, 4, 4, 6, 1, 4]",5
dcfeadceaff,"[4, 3, 6, 5, 1, 4, 3, 5, 1, 6, 6]",5
badceabadcc,"[2, 1, 4, 3, 5, 1, 2, 1, 4, 3, 3]",5
adcddbaffad,"[1, 4, 3, 4, 4, 2, 1, 6, 6, 1, 4]",5
aaccccbeafc,"[1, 1, 3, 3, 3, 3, 2, 5, 1, 6, 3]",5
dadeadbbbac,"[4, 1, 4, 5, 1, 4, 2, 2, 2, 1, 3]",5
adcabdaadce,"[1, 4, 3, 1, 2, 4, 1, 1, 4, 3, 5]",5
ffddccfdffc,"[6, 6, 4, 4, 3, 3, 6, 4, 6, 6, 3]",5
cceabdcadcc,"[3, 3, 5, 1, 2, 4, 3, 1, 4, 3, 3]",5
fbadccdeadc,"[6, 2, 1, 4, 3, 3, 4, 5, 1, 4, 3]",5
eafbadffead,"[5, 1, 6, 2, 1, 4, 6, 6, 5, 1, 4]",5
fcfabefaead,"[6, 3, 6, 1, 2, 5, 6, 1, 5, 1, 4]",5
adcfdffcdce,"[1, 4, 3, 6, 4, 6, 6, 3, 4, 3, 5]",5
dccaeaddeac,"[4, 3, 3, 1, 5, 1, 4, 4, 5, 1, 3]",5
fdcbcadcfdc,"[6, 4, 3, 2, 3, 1, 4, 3, 6, 4, 3]",5
fceaadeadcf,"[6, 3, 5, 1, 1, 4, 5, 1, 4, 3, 6]",5
eadcfbadcce,"[5, 1, 4, 3, 6, 2, 1, 4, 3, 3, 5]",5
caadbadccfa,"[3, 1, 1, 4, 2, 1, 4, 3, 3, 6, 1]",5
eaaddcfcbdb,"[5, 1, 1, 4, 4, 3, 6, 3, 2, 4, 2]",5
ffdfbdcbadc,"[6, 6, 4, 6, 2, 4, 3, 2, 1, 4, 3]",5
ffbadecbdcc,"[6, 6, 2, 1, 4, 5, 3, 2, 4, 3, 3]",5
eadeadaeadc,"[5, 1, 4, 5, 1, 4, 1, 5, 1, 4, 3]",5
ecadcccfbad,"[5, 3, 1, 4, 3, 3, 3, 6, 2, 1, 4]",5
bcbfbaeeadc,"[2, 3, 2, 6, 2, 1, 5, 5, 1, 4, 3]",5
baccadcfdba,"[2, 1, 3, 3, 1, 4, 3, 6, 4, 2, 1]",5
faaebeaeacf,"[6, 1, 1, 5, 2, 5, 1, 5, 1, 3, 6]",5
aeadcbabadc,"[1, 5, 1, 4, 3, 2, 1, 2, 1, 4, 3]",5
dbadceaadcb,"[4, 2, 1, 4, 3, 5, 1, 1, 4, 3, 2]",5
cbaaddddcbc,"[3, 2, 1, 1, 4, 4, 4, 4, 3, 2, 3]",5
dcbcfdceaad,"[4, 3, 2, 3, 6, 4, 3, 5, 1, 1, 4]",5
fbadcadeaad,"[6, 2, 1, 4, 3, 1, 4, 5, 1, 1, 4]",5
feaafaadeae,"[6, 5, 1, 1, 6, 1, 1, 4, 5, 1, 5]",5
fcaccbadcea,"[6, 3, 1, 3, 3, 2, 1, 4, 3, 5, 1]",5
ccdcdadcbad,"[3, 3, 4, 3, 4, 1, 4, 3, 2, 1, 4]",5
ecfeadceaca,"[5, 3, 6, 5, 1, 4, 3, 5, 1, 3, 1]",5
adccbadcacc,"[1, 4, 3, 3, 2, 1, 4, 3, 1, 3, 3]",5
fbbeafdcadc,"[6, 2, 2, 5, 1, 6, 4, 3, 1, 4, 3]",5
adceadcfdda,"[1, 4, 3, 5, 1, 4, 3, 6, 4, 4, 1]",5
aeadfbadccd,"[1, 5, 1, 4, 6, 2, 1, 4, 3, 3, 4]",5
adcfadabade,"[1, 4, 3, 6, 1, 4, 1, 2, 1, 4, 5]",5
fdccbeafcda,"[6, 4, 3, 3, 2, 5, 1, 6, 3, 4, 1]",5
fdcdcaadcea,"[6, 4, 3, 4, 3, 1, 1, 4, 3, 5, 1]",5
dcadbfbcbdf,"[4, 3, 1, 4, 2, 6, 2, 3, 2, 4, 6]",5
aceceadccba,"[1, 3, 5, 3, 5, 1, 4, 3, 3, 2, 1]",5
cddcbbfbfbf,"[3, 4, 4, 3, 2, 2, 6, 2, 6, 2, 6]",5
baccdcbadea,"[2, 1, 3, 3, 4, 3, 2, 1, 4, 5, 1]",5
fbadcfbfdcb,"[6, 2, 1, 4, 3, 6, 2, 6, 4, 3, 2]",5
baeadfdadcf,"[2, 1, 5, 1, 4, 6, 4, 1, 4, 3, 6]",5
dceaadedcfd,"[4, 3, 5, 1, 1, 4, 5, 4, 3, 6, 4]",5
fbdadcdcbba,"[6, 2, 4, 1, 4, 3, 4, 3, 2, 2, 1]",5
aadcedeadcb,"[1, 1, 4, 3, 5, 4, 5, 1, 4, 3, 2]",5
fdcdcadcadc,"[6, 4, 3, 4, 3, 1, 4, 3, 1, 4, 3]",5
cccaaaadadc,"[3, 3, 3, 1, 1, 1, 1, 4, 1, 4, 3]",5
fbaeadccadc,"[6, 2, 1, 5, 1, 4, 3, 3, 1, 4, 3]",5
faeadccdadc,"[6, 1, 5, 1, 4, 3, 3, 4, 1, 4, 3]",5
aadcdccbabc,"[1, 1, 4, 3, 4, 3, 3, 2, 1, 2, 3]",5
eabadcfbead,"[5, 1, 2, 1, 4, 3, 6, 2, 5, 1, 4]",5
beadbadcadc,"[2, 5, 1, 4, 2, 1, 4, 3, 1, 4, 3]",5
baefceadcdc,"[2, 1, 5, 6, 3, 5, 1, 4, 3, 4, 3]",5
fdfbfaaddcc,"[6, 4, 6, 2, 6, 1, 1, 4, 4, 3, 3]",5
ecccfebabad,"[5, 3, 3, 3, 6, 5, 2, 1, 2, 1, 4]",5
abddcbadead,"[1, 2, 4, 4, 3, 2, 1, 4, 5, 1, 4]",5
dbaeaddeaba,"[4, 2, 1, 5, 1, 4, 4, 5, 1, 2, 1]",5
eafadfabfea,"[5, 1, 6, 1, 4, 6, 1, 2, 6, 5, 1]",5
baaeabfdcbb,"[2, 1, 1, 5, 1, 2, 6, 4, 3, 2, 2]",5
fceacbbecab,"[6, 3, 5, 1, 3, 2, 2, 5, 3, 1, 2]",5
dabbadfeadc,"[4, 1, 2, 2, 1, 4, 6, 5, 1, 4, 3]",5
fdccabacead,"[6, 4, 3, 3, 1, 2, 1, 3, 5, 1, 4]",5
ceadbbfdcfd,"[3, 5, 1, 4, 2, 2, 6, 4, 3, 6, 4]",5
eaadceacfcc,"[5, 1, 1, 4, 3, 5, 1, 3, 6, 3, 3]",5
cdcfadfccce,"[3, 4, 3, 6, 1, 4, 6, 3, 3, 3, 5]",5
ffdcddcbdce,"[6, 6, 4, 3, 4, 4, 3, 2, 4, 3, 5]",5
eaacbacfead,"[5, 1, 1, 3, 2, 1, 3, 6, 5, 1, 4]",5
dccccceaebb,"[4, 3, 3, 3, 3, 3, 5, 1, 5, 2, 2]",6
badbadcfdea,"[2, 1, 4, 2, 1, 4, 3, 6, 4, 5, 1]",6
ffbfeabaafb,"[6, 6, 2, 6, 5, 1, 2, 1, 1, 6, 2]",6
baeadeadcef,"[2, 1, 5, 1, 4, 5, 1, 4, 3, 5, 6]",6
abacffadeea,"[1, 2, 1, 3, 6, 6, 1, 4, 5, 5, 1]",6
dfbadcdcbdc,"[4, 6, 2, 1, 4, 3, 4, 3, 2, 4, 3]",6
bdcecceeadf,"[2, 4, 3, 5, 3, 3, 5, 5, 1, 4, 6]",6
dcdbadcecbf,"[4, 3, 4, 2, 1, 4, 3, 5, 3, 2, 6]",6
dceafaccfba,"[4, 3, 5, 1, 6, 1, 3, 3, 6, 2, 1]",6
cffdcfeefdc,"[3, 6, 6, 4, 3, 6, 5, 5, 6, 4, 3]",6
cfdcbfcfdeb,"[3, 6, 4, 3, 2, 6, 3, 6, 4, 5, 2]",6
cadeaeadcad,"[3, 1, 4, 5, 1, 5, 1, 4, 3, 1, 4]",6
feadafadcef,"[6, 5, 1, 4, 1, 6, 1, 4, 3, 5, 6]",6
ffafadecbad,"[6, 6, 1, 6, 1, 4, 5, 3, 2, 1, 4]",6
eacfeeedcad,"[5, 1, 3, 6, 5, 5, 5, 4, 3, 1, 4]",6
baeadcebadc,"[2, 1, 5, 1, 4, 3, 5, 2, 1, 4, 3]",6
ddbcefaadcc,"[4, 4, 2, 3, 5, 6, 1, 1, 4, 3, 3]",6
ccfdcfbadad,"[3, 3, 6, 4, 3, 6, 2, 1, 4, 1, 4]",6
aacfcceaccf,"[1, 1, 3, 6, 3, 3, 5, 1, 3, 3, 6]",6
efeadceaeab,"[5, 6, 5, 1, 4, 3, 5, 1, 5, 1, 2]",6
fccafbadcdc,"[6, 3, 3, 1, 6, 2, 1, 4, 3, 4, 3]",6
dccbbaaaafd,"[4, 3, 3, 2, 2, 1, 1, 1, 1, 6, 4]",6
bdccceffaad,"[2, 4, 3, 3, 3, 5, 6, 6, 1, 1, 4]",6
fadcafeeadd,"[6, 1, 4, 3, 1, 6, 5, 5, 1, 4, 4]",6
adacecfcead,"[1, 4, 1, 3, 5, 3, 6, 3, 5, 1, 4]",6
dcbaabccbca,"[4, 3, 2, 1, 1, 2, 3, 3, 2, 3, 1]",6
cfecdcddcba,"[3, 6, 5, 3, 4, 3, 4, 4, 3, 2, 1]",6
fceadefbaea,"[6, 3, 5, 1, 4, 5, 6, 2, 1, 5, 1]",6
fffdeaddebe,"[6, 6, 6, 4, 5, 1, 4, 4, 5, 2, 5]",6
adeadbceadc,"[1, 4, 5, 1, 4, 2, 3, 5, 1, 4, 3]",6
efdadceaead,"[5, 6, 4, 1, 4, 3, 5, 1, 5, 1, 4]",6
badccdeadcd,"[2, 1, 4, 3, 3, 4, 5, 1, 4, 3, 4]",6
cadadcadfad,"[3, 1, 4, 1, 4, 3, 1, 4, 6, 1, 4]",6
dccdcdbbacd,"[4, 3, 3, 4, 3, 4, 2, 2, 1, 3, 4]",6
adefccebeab,"[1, 4, 5, 6, 3, 3, 5, 2, 5, 1, 2]",6
cbadabfdcbd,"[3, 2, 1, 4, 1, 2, 6, 4, 3, 2, 4]",6
bfbafdcbbac,"[2, 6, 2, 1, 6, 4, 3, 2, 2, 1, 3]",6
eadbbadcaaf,"[5, 1, 4, 2, 2, 1, 4, 3, 1, 1, 6]",6
cbdeadceada,"[3, 2, 4, 5, 1, 4, 3, 5, 1, 4, 1]",6
fdeadffcadc,"[6, 4, 5, 1, 4, 6, 6, 3, 1, 4, 3]",6
cfcbebadafb,"[3, 6, 3, 2, 5, 2, 1, 4, 1, 6, 2]",6
eaddcaeadec,"[5, 1, 4, 4, 3, 1, 5, 1, 4, 5, 3]",6
bfceadfacce,"[2, 6, 3, 5, 1, 4, 6, 1, 3, 3, 5]",6
badeeaddcdc,"[2, 1, 4, 5, 5, 1, 4, 4, 3, 4, 3]",6
ebaaadcbbad,"[5, 2, 1, 1, 1, 4, 3, 2, 2, 1, 4]",6
fafdccdbeee,"[6, 1, 6, 4, 3, 3, 4, 2, 5, 5, 5]",6
cbccbdcdbda,"[3, 2, 3, 3, 2, 4, 3, 4, 2, 4, 1]",6
addcfcbaaca,"[1, 4, 4, 3, 6, 3, 2, 1, 1, 3, 1]",6
fffdceaeade,"[6, 6, 6, 4, 3, 5, 1, 5, 1, 4, 5]",6
eadeadcefce,"[5, 1, 4, 5, 1, 4, 3, 5, 6, 3, 5]",6
febaadccdca,"[6, 5, 2, 1, 1, 4, 3, 3, 4, 3, 1]",6
cdcabadcadc,"[3, 4, 3, 1, 2, 1, 4, 3, 1, 4, 3]",6
dbcfdfebbba,"[4, 2, 3, 6, 4, 6, 5, 2, 2, 2, 1]",6
adecdceadba,"[1, 4, 5, 3, 4, 3, 5, 1, 4, 2, 1]",6
deaadcdbadc,"[4, 5, 1, 1, 4, 3, 4, 2, 1, 4, 3]",6
eaccbaddbad,"[5, 1, 3, 3, 2, 1, 4, 4, 2, 1, 4]",6
cfdeadfadcd,"[3, 6, 4, 5, 1, 4, 6, 1, 4, 3, 4]",6
ffdcfdbbaea,"[6, 6, 4, 3, 6, 4, 2, 2, 1, 5, 1]",6
adceafbadcc,"[1, 4, 3, 5, 1, 6, 2, 1, 4, 3, 3]",6
badcbeabbfb,"[2, 1, 4, 3, 2, 5, 1, 2, 2, 6, 2]",6
efcfdcdcadd,"[5, 6, 3, 6, 4, 3, 4, 3, 1, 4, 4]",6
eadcbafdcae,"[5, 1, 4, 3, 2, 1, 6, 4, 3, 1, 5]",6
aceadcadcdc,"[1, 3, 5, 1, 4, 3, 1, 4, 3, 4, 3]",6
fdcbceacfba,"[6, 4, 3, 2, 3, 5, 1, 3, 6, 2, 1]",6
acfcefeaadc,"[1, 3, 6, 3, 5, 6, 5, 1, 1, 4, 3]",6
adcadbffddc,"[1, 4, 3, 1, 4, 2, 6, 6, 4, 4, 3]",6
baddbecadcf,"[2, 1, 4, 4, 2, 5, 3, 1, 4, 3, 6]",6
adcafbadcba,"[1, 4, 3, 1, 6, 2, 1, 4, 3, 2, 1]",6
feadcdcafda,"[6, 5, 1, 4, 3, 4, 3, 1, 6, 4, 1]",6
eabdcbbadca,"[5, 1, 2, 4, 3, 2, 2, 1, 4, 3, 1]",6
cdcfbedccea,"[3, 4, 3, 6, 2, 5, 4, 3, 3, 5, 1]",6
cfdfaffdcfa,"[3, 6, 4, 6, 1, 6, 6, 4, 3, 6, 1]",6
dcdfbfebadd,"[4, 3, 4, 6, 2, 6, 5, 2, 1, 4, 4]",6
cbbadafbfca,"[3, 2, 2, 1, 4, 1, 6, 2, 6, 3, 1]",6
bbdceaaaadc,"[2, 2, 4, 3, 5, 1, 1, 1, 1, 4, 3]",6
aadfaccedcf,"[1, 1, 4, 6, 1, 3, 3, 5, 4, 3, 6]",6
eaadeadcefb,"[5, 1, 1, 4, 5, 1, 4, 3, 5, 6, 2]",6
ceaddcccdcd,"[3, 5, 1, 4, 4, 3, 3, 3, 4, 3, 4]",6
addcadeadad,"[1, 4, 4, 3, 1, 4, 5, 1, 4, 1, 4]",6
baddcbabada,"[2, 1, 4, 4, 3, 2, 1, 2, 1, 4, 1]",6
fbcdcffdffb,"[6, 2, 3, 4, 3, 6, 6, 4, 6, 6, 2]",6
ceadeeaadfe,"[3, 5, 1, 4, 5, 5, 1, 1, 4, 6, 5]",6
bebdcffdfdc,"[2, 5, 2, 4, 3, 6, 6, 4, 6, 4, 3]",6
